copyid,bookid
22643675978,28
30739281775,492
208647507,493
30699636526,494
30718304854,495
401064106,496
30038764305,497
30699107842,498
30614464357,499
30444237425,500
30278214662,501
744381506,502
3486692753,503
30699607140,504
30739909979,505
30171796156,305
30688491824,507
30407664192,508
936183263,167
30603251266,510
22618053029,511
14781987053,512
22790827045,513
30718198751,147
30097124362,515
16933703021,516
30573253743,89
22912234499,518
30573818208,256
22844622385,520
30733482713,147
30708525922,522
30663995331,523
18592289238,524
30427437327,525
30738820534,526
30120915052,527
30451867865,528
30617153652,156
30279070323,224
30557455949,531
332500200,532
30644524153,533
22574614745,534
18817841822,535
988184408,318
22832596608,537
17224495014,538
30396297462,305
20836404026,540
8750025355,541
30035583277,542
372101494,543
30252606551,544
30731346808,545
30699465836,546
30665810940,104
22849748471,548
30548474487,463
30265798621,550
15214784236,551
30455557752,552
30517743453,553
30137470431,554
30697802744,555
14624563746,303
30733433437,557
17841460782,558
30699590849,559
30656595127,560
22414932296,561
30651729029,562
5467327846,563
30650143310,564
174123078,565
30231752057,566
30210813419,567
30359727277,568
1428828955,569
22396068331,570
30734269861,155
30708388698,48
21435012672,573
30264424954,574
30271636535,575
30619188959,126
21989645123,577
5709075622,578
30580856790,579
30727955385,48
30722925006,54
30109825679,582
30577466750,151
30739039039,552
10634213556,585
30724454461,586
22543314165,43
22413816038,588
6281847943,578
18356462011,590
30305435577,591
30734728448,592
30709735179,378
30697328697,594
30738960471,595
30699286058,596
30689007217,597
30046197905,598
30137477805,599
14094264197,600
30629068276,601
30731097466,602
30607332863,119
22862772844,604
30724603773,605
30230904477,180
30739713862,607
30728260211,201
30049240809,168
30688945248,610
30669033753,211
30650033577,612
30012150326,613
1157181464,614
30602639459,615
30264450895,261
30737581156,617
2845020490,618
30669039982,619
30343910155,620
22773182451,621
18584675456,14
22899483069,261
16426233795,624
30571085212,625
30282669014,167
8068292423,627
30310726915,628
941021824,175
30699460396,129
30740240668,631
1189938012,443
30465560756,633
13518434237,267
30306098271,635
30549457625,76
30698073958,498
1229370967,638
30341594685,639
30645261991,640
10345263742,641
22413529671,642
30740310873,643
30308963798,37
30337235707,645
30738963155,646
9126714053,647
30598692738,592
30643746337,252
30137482110,650
30713312479,651
242855190,652
30357111963,653
30734270760,654
30605454533,655
1958318699,656
1157901907,657
30330554660,645
30137479596,659
22420042428,660
30093652186,661
30704187229,464
12070838690,663
30699581663,90
30644930295,126
30575717889,666
30487942690,667
30660208730,668
30275929196,631
30282667972,670
22844627902,671
30280716015,672
3401872846,29
1271852724,674
30750290164,675
22485404304,676
30699607199,677
10107176741,678
20098125515,679
30176097287,680
30734675343,258
10634213567,682
947110148,683
22414932201,228
30733582226,685
30110390901,686
30042015887,687
30731166952,170
30743799149,689
30617590604,258
30114331307,691
30715374093,324
30643303028,693
60883878,320
30631305067,178
30737557303,696
30697854779,697
30604711648,698
30667320412,699
397777360,700
30310723061,701
30608592108,702
19084570205,703
18457810512,704
1042246748,705
1008300612,120
544738311,707
417289862,708
30666177659,709
316920310,178
30540334680,300
30137464447,712
30441745879,713
30709883822,714
14883183389,715
30731407417,300
30162330579,717
30605256010,718
30551329046,719
30217004123,720
30291741798,721
17116511336,722
30725407017,458
22848025857,120
30588909382,725
30747195415,4
14831130684,303
18310960596,728
22745556192,729
30699658999,730
30563827866,731
22903762228,732
30687490095,733
618303378,339
30162462378,735
30630089657,736
30752042137,737
30386094182,39
30731341707,739
30714634532,128
22020197117,741
30722054778,349
22727220399,287
30179160581,744
30584466073,86
30415063986,746
30507064040,747
30443504726,748
30456229492,749
30628477366,750
30216667091,751
30697579549,211
7049342152,753
30748028157,754
30737598825,755
30644182427,756
30716645061,396
30632090035,758
19554743349,37
30605374861,119
18914649994,698
30697821225,368
30739896116,763
30137473213,764
544088755,765
19058327481,766
30034628224,324
30661074755,768
30697385590,183
14782003164,303
30737382765,771
30690847647,772
401064296,773
30576275144,774
30266645941,775
30406242111,619
1020963208,777
30270302005,778
204909201,779
30650027921,154
30696513007,781
8689789262,782
30305787945,783
30014215773,784
30205422814,552
30300354284,20
30359715131,349
30457662678,102
30730221953,789
30688734352,643
30583574832,791
30266552600,792
30697395354,793
30172412570,87
30310726934,795
30137572140,796
3982214550,797
65620710,88
30223844943,88
30650031662,800
30210700862,801
30595274354,802
30334965305,803
30644603954,804
30699584829,805
30729683991,528
81958212,807
22392792244,808
30422098003,809
3608642811,810
30267796990,811
30598468844,812
22579404968,813
30137472012,814
1309179668,558
30327092146,303
30744579236,817
807199071,818
30577516135,819
30697669973,820
758566061,821
30210601584,822
30707192131,325
30743776479,492
7197157986,96
30137465364,826
30508753623,827
30137574958,828
30303392962,829
3205896145,830
30137499062,94
30137545936,832
30613790640,29
30743805448,126
22620324936,835
30623449786,459
30082118437,126
30139051885,838
15187076054,839
22649162019,840
72217938,841
22851285250,842
5537434218,843
30650044176,844
20538601532,845
30698084609,846
30738907487,847
30714210676,848
30029726828,849
30626980066,613
30624126421,20
30265297647,852
30734750885,853
5634516588,854
10990527575,855
30005418875,342
30583410323,240
1291114339,858
4666573473,859
30733118237,347
22660349164,700
30163567950,862
30662106251,748
30137474197,560
30436898962,865
30722962571,866
30239167897,66
30335456922,553
30660759432,869
30740018960,870
30210901893,871
30708994987,528
30664240926,151
30699282992,874
22381663271,28
8451604478,841
12419968416,349
22596630447,878
5467347098,879
21848684869,32
30255420066,881
30741152302,551
30323616542,883
30662306246,258
19574871268,802
13975773140,156
21839895179,887
30398768741,888
5709075621,578
30721282214,654
30697799943,469
30738657319,159
30496214371,893
30718099993,894
30080487732,895
30137480266,896
30419256332,134
30592234846,156
2954452664,899
30719433924,104
30434770218,40
30137592729,902
21578257415,534
22899601986,150
30739859784,620
30694826649,906
30718202130,907
30103571077,699
30584464273,909
30705401355,910
30748664923,888
30577421289,912
30739479439,643
30663607141,914
30303788662,915
30716886268,464
22812581449,917
1189031272,918
30739189760,919
1308467866,920
30621263646,468
30669019502,109
30663651446,923
22414932200,228
30266989674,925
30667005728,926
30665046726,557
1308458766,928
30210811471,871
30729075563,930
30326194729,931
30326985537,295
30117074783,933
30048438698,261
30599596234,935
14332901695,936
30748468633,937
30588992322,698
30137481197,713
30732531530,940
30333858914,941
22299303248,942
16611516310,943
30737329914,944
30707495609,4
30733198758,468
30697795338,947
30137474194,170
30606266938,155
30559377298,950
30279254168,951
30737561394,952
30702694325,104
30705676271,498
21348881529,955
22877828723,956
30434580952,957
12606323899,211
30575377469,87
30425046635,960
2992155501,961
22520788031,342
14913038423,963
30537995294,964
2826479,965
30301890227,966
30647105673,967
30686914541,968
30628547573,300
30625159988,970
30310713855,971
30702935616,972
30219171266,973
912915344,974
30080039525,975
30313195870,976
30665862953,977
30738493108,978
30732941584,109
30590031362,980
14781989509,981
30699290334,982
30742721254,983
30258273083,984
10141179516,985
30436824880,986
22594340305,619
30137470433,963
30575323379,989
11800510178,990
30710660721,991
22610147009,992
30595939810,993
30430211662,994
20543218067,153
30631467632,450
30726243328,997
30737525333,236
119929444,124
30665833368,805
16930900445,479
30708949552,1002
30748023673,221
30745957188,1004
30660923527,1005
22575766170,1006
1058066057,318
30306579912,1008
30738347373,1009
30643297497,693
1031685420,1011
30738248497,1012
30367514525,182
918921099,1014
30538818571,631
30657037242,1016
30737245358,755
30082148548,812
30699604781,1019
30706933760,1020
65853181,1021
1978280450,1022
30708708616,1023
30733344749,1024
275352520,674
30692362401,119
1046762509,1027
19593306436,1028
30718682962,1029
30556399073,777
30523186646,129
30734217513,1032
30012305301,1033
30743257139,1034
30746033606,1035
30137491647,1036
30266523672,1037
30191207695,1038
720184571,638
30683695026,1040
30266563989,1041
22523931843,1042
30137461622,1043
30698067646,1044
30514017249,1045
30424441940,748
30332224873,1047
30617865091,507
30692770710,158
837170227,147
30630537430,1051
30603312370,1052
6929475639,342
30738824911,1054
30313259468,970
30621579656,1056
18273784288,1057
30422007325,1058
1971730398,463
30698782892,1060
30259412450,276
30733069823,1062
18217724726,1063
10390215385,1064
21662450135,1065
22890297791,627
30642614296,1067
30692377212,1068
22505124632,553
30696156597,297
22408988278,14
30699868421,1072
30429723787,1073
22582318092,1074
27059037,1075
30719364395,79
30175024279,422
2795338710,1078
30699045077,62
18369566244,1080
30220057175,1014
30032906202,739
10253443391,1083
30543697288,619
30667085532,1085
22505003481,1086
30627143714,1087
30711961716,1088
30179502854,156
30365542322,802
30735331325,41
381789268,1092
30505774641,1093
30644571045,1094
30299235127,1095
30405755303,207
21419752,1097
16201619952,544
30605055028,1099
30349208601,1100
5334849969,120
586706972,1102
30617831644,1103
30641300922,1104
30521947856,1105
758139714,124
30384218741,32
898001281,180
30621936480,1109
17475986893,1110
15525845142,1111
8644770135,28
30656874668,1113
30697790977,1114
22877616178,29
30733180192,1116
30238555834,1117
303692372,178
30538101288,1119
30740199431,1120
30662763775,1121
22531841507,14
30706474914,667
362354844,134
30149718025,1125
30737635312,1126
30429270948,1127
30255639397,560
30303597004,1129
22844627983,258
30454911106,1131
30733393192,1132
30568676125,254
10236871331,261
30264905720,1135
30249696297,1136
22925602126,1137
30116002775,1138
30582848774,300
30080476038,713
30614250089,339
30520520867,1142
30745836844,1143
30615967183,1144
17507276019,1145
30740419510,1146
30685044905,1147
30722595391,1148
30699080730,1149
30609768171,1150
30253520540,1151
22844627890,58
30575684620,279
30741989918,436
30699300574,1155
30747254267,244
30699080560,1157
2713065618,1158
219907698,387
22817138505,156
30594237582,657
30324835559,1162
30620683091,1163
30137602972,1164
9405403007,1165
30109149713,1166
30577418637,104
30647249176,28
30551329039,971
20572902642,1142
30118845605,1171
30739756250,376
30748178759,739
30742101855,1131
30405504481,748
30053817990,558
20673321153,1177
30746115884,1178
30536870648,1179
30367168499,120
18572144197,1181
30753139562,1182
1368030828,1014
30563331262,111
30271232517,1185
30617505148,349
30602369998,1187
30699267039,207
3828386155,1189
30738609545,1190
18075627086,1191
22920888415,1192
14461313120,88
1270420421,88
8942623395,732
9742411646,1196
30733533960,1197
30272466981,1198
609409907,1199
30404064304,1142
30663797167,1201
16588001628,843
30137479617,32
22540662528,4
30571379234,4
30666176752,1206
30665131907,1207
30611167775,1208
1039445753,1209
30711729066,914
30694786234,1211
30412935345,1212
30601110970,1213
30525229390,1214
5428788399,699
30704210286,1216
1207397416,1217
22819962348,1218
30041453422,1219
30487834402,956
30744570455,1221
17515521501,1222
30693672779,1223
152665796,1224
22408985163,1225
17922142412,1226
19972923403,1227
98716627,1228
30210928493,1229
10042376522,1230
12481311843,748
30358520547,917
30278901984,1233
30137483087,208
30137467240,1235
30548120455,1236
30663429107,377
30697853025,1238
30290118605,1239
30744317539,1240
30615832236,250
30345446183,1242
30288842132,1243
30536903962,1179
30736427041,1245
641902420,1246
30381126611,1247
30573039059,1248
30697861109,1249
18518594470,1250
17834158761,1251
2780155689,88
30354638602,1253
30166317999,1254
30649338159,1255
22256856990,1256
880572285,1257
30025550703,1258
30722939150,1259
30132927534,698
21053898505,1261
30237339011,697
30619264087,1263
30470510220,1264
14781988251,538
30496814437,28
30660746851,1267
30628688820,1268
9177465481,89
22867333687,468
792263735,505
13911965627,1272
12613821190,1120
30692887045,1274
30743842382,1275
22408991012,1086
30738616102,1277
30750813660,627
832410435,1279
12059030439,540
30718111523,737
30637008458,249
22896984656,1283
30283016423,1284
30230418521,314
1174609542,1286
30614228548,1287
30411497940,32
197729822,195
22629703149,1290
30533825586,1291
30553181776,1292
30584870242,1293
30471017317,28
30137527023,1295
1329938319,1296
30247852244,1297
30587976048,1298
30234311335,61
30556625638,1300
30743846080,1301
30606964444,1302
30456996157,1303
30425835720,1304
22845474495,1005
30080065810,1306
30697849688,1307
30732922681,492
30553012691,1309
30343295167,1310
30699166666,1238
30587556695,1312
12582942135,1313
30715383922,48
987184342,993
1083466282,1316
30737771175,1317
19342717713,1318
30725369374,34
30621255723,1320
30342544214,1321
30271155128,1322
30234056309,789
30740769467,714
9061568763,1325
22516161984,714
30723750082,1327
16239547366,1328
12220754484,319
30711924640,126
30694503032,1331
30450498742,1332
30740770834,90
30711982418,1334
30740677926,1131
30737369099,176
22854045635,1337
30657359046,1338
30688805911,830
30120580011,1340
5642072649,1341
30748223212,667
30430422077,525
30748470616,1256
2845020492,1345
30220750658,339
30464063991,1347
30557212002,621
30711835943,224
30575196945,1350
30310716799,1351
30616208200,1300
30734078769,1353
30723874912,299
22607281731,1355
30740761903,1356
1425230416,1357
30547846221,1358
15188396493,1359
30623910462,1360
226751730,1361
30327159411,1362
9695135519,1363
30739024316,1364
30310719623,168
30494040732,1366
30137546438,1367
30310717455,1368
30602596700,249
30626762830,597
30749398161,1371
30556301377,479
4785261960,1373
30043819116,1374
30577538311,1375
30174848077,1376
30740254160,1377
30662679638,46
30370986346,27
15453811073,338
30720953992,1381
30739835435,40
30662759031,1383
30422383221,1384
18720729558,1385
30732993858,1386
30739714864,1387
16776959296,1388
30137539543,1389
8812749032,300
17004357783,657
30747916416,1392
17004357656,1393
22900795027,793
30259629672,1395
21733240388,1396
30663106817,156
22420043329,217
30699607262,511
30707076242,1400
30668426902,1401
30699272601,1402
18440112995,317
22420065033,1404
30577410741,1405
30616978431,1406
15039149220,699
30622250736,203
22823700639,1409
22506238387,1410
30699303224,515
2786898050,478
30614157218,599
19586146168,1086
17683652843,1415
30230570919,970
30740281702,32
30266561255,1418
30728439724,20
30737115307,631
30620265038,804
30705914204,1422
30590813161,1423
30276548629,1424
30699012964,620
21031779900,774
30277064592,1427
30324134990,299
30073791822,827
22539795352,1430
30618902668,1431
30082091534,1432
15517305565,89
30515188131,1434
30699603832,27
30301439914,55
30267868874,1041
30604991902,1438
30737944945,1439
30647053255,1440
30324230737,1441
30591576566,1361
30027527767,1443
16881755652,300
30504798481,1445
30278697293,1446
30577375783,1447
22020192322,1448
172778114,197
30652780972,1450
30630997831,132
11924291735,1452
30715057262,1142
30705597817,1454
77404867,318
30410509355,1456
30710507613,1457
30137565836,1458
30727848969,258
30252653307,1460
30137544965,1461
16794748174,89
30647532444,1199
12754088828,887
30699123894,1465
30257722657,1466
22505003916,1467
30725400752,1468
22020192669,217
22849166915,303
19650898911,1227
30564375343,276
30665007865,1473
30666949187,28
12901440996,1475
13568994103,1476
22589529202,1477
8086171188,1478
30740668863,1479
30554314302,1480
30739522717,1481
30357161682,1482
22578928888,296
30598056380,1484
30086149946,1485
30601364324,1486
19247665284,619
30339603406,1488
30339141978,1489
30636806157,1490
30531355051,1491
30688968393,1492
11488336857,89
30040431929,88
18289073181,1495
30357684266,1496
30656825065,126
30642465549,865
30520534108,1366
5766052571,1500
30698947950,201
30723884338,168
30239175924,700
30310717360,259
30611199162,1505
30604164320,1506
30736436596,1507
434818342,1508
4749812165,1509
153620084,1510
30224374603,218
30650532245,1512
30210709685,1513
5812643104,645
30187959914,1454
22524110709,1516
22629698800,1517
17146192626,1002
30582859116,524
30643301988,693
30475795560,1521
5064367117,1522
30609761065,1523
30282156992,511
30656854583,1525
22420041434,560
30404725968,1527
10448242450,1528
30617429147,1529
22505124663,516
30716888222,1531
30663306778,1532
30661516953,170
30551324251,1534
30594560684,667
30276686276,1536
30688425007,150
178644568,178
30721450164,1374
30697334366,1447
12220754483,1541
22763476504,1542
30137497304,1217
22773467887,1544
30359761004,1545
30210826294,705
30662797376,691
30743291182,1548
22388352252,1549
1428681247,207
22418989022,422
30267980828,1552
30741854154,1553
1094685496,1554
30552011094,631
30739812948,1556
5809421567,1557
15296155760,137
30001185666,1559
30745478103,1560
30714488513,552
30739337665,1562
30405814296,1387
11921901893,112
14123108877,633
30452635812,605
16594898283,1567
827075202,1568
30646844413,48
22786084357,516
30299256422,1571
30697334982,1572
30738567671,1573
30137492542,826
30688735121,802
30137482099,208
30667605177,667
30551329919,1578
30137477799,312
22494581703,691
510203926,1581
30359762770,1582
30177639421,1583
30737500130,1584
30203650509,1306
30452031717,1586
30553673902,1587
30219163913,973
30671534590,151
30137477188,1590
30551327218,1591
32484944,14
22505126581,267
30463166415,1532
30102307085,1595
30698614313,1596
759353115,1597
22883148735,980
30564447306,1599
30052019485,325
30051995250,560
30605077590,1406
30631158587,1603
30210706071,1604
9231494500,1605
22877746570,1606
30699640759,1607
30727512746,1608
22849748472,548
30582837181,1610
30137482101,1393
22020192317,1612
30427235844,1613
30519754020,1614
17004356376,748
30745124005,1556
30744480284,691
30303770291,1618
30282663517,1619
30277724965,1620
30699302356,1621
30359733132,1622
30137470432,554
1050076925,1624
5434713188,120
30741265710,1614
30744676148,739
30749367213,1628
9446226872,1142
30749512889,563
30703863214,458
30335029127,1632
30739671536,1633
30575027483,1634
30422560680,112
30295220403,1636
10958554306,37
30696276793,1638
30502071527,1639
30037431563,551
30697529615,1641
22571859911,1642
30746072553,1643
225137188,320
30718268353,1645
22540679446,441
7402796624,1647
30744360452,895
30711682997,1393
30575265121,1650
30722032296,895
30209629952,207
30648085244,1653
22398006214,713
30591016674,1655
30659966751,1656
30747505424,1302
30720515973,1658
18072154108,1659
30737600997,607
22649811785,1661
30732884116,1662
30694899047,1663
30545371006,830
30747332701,993
1945206117,1666
10064331613,147
30610078216,1668
30514506070,1669
30728386662,1670
30530752062,750
30288224085,1672
30463402733,309
30739575571,1674
30727245265,613
30725401698,1676
30659371327,102
30137489485,1678
30745075767,1248
15212889762,1680
30603243852,1681
22469282967,1682
22497347076,1683
30308118230,1684
11493984439,309
21470035489,1686
30699083025,90
22803365843,357
30335451279,1689
30172354943,96
30697558248,1691
30137476837,32
30671498696,1693
30573987444,262
30626769991,90
327939150,236
30697811789,1697
10250909849,349
30137495373,167
30754204137,251
30594568946,1701
22859119352,1702
22867452406,1703
30314116259,739
10236717920,320
140933246,1706
30431429515,1707
30734513897,697
30656662317,1709
21365583773,1710
30706822965,1711
30249658402,44
30611203813,1713
22618645416,1683
30309841355,1715
30709559862,1716
1417796350,1717
30432385906,1718
18513225436,1719
308391950,1720
30551326311,1721
155172594,422
30741772694,1723
30746185146,492
30627702496,1725
30346046203,1726
19902955218,538
30137543970,304
30535979472,853
30269823697,1730
30454135628,1731
30738979244,1732
22877522034,1454
30717860531,1734
30575404113,1735
7388583901,1736
30279114735,213
30727868009,1738
30599717073,667
30084967398,128
30738796457,1741
30299606012,1450
30371127849,73
30329104536,1744
30621221283,1745
30734778612,1746
30525203317,1747
30362659750,950
30726458903,385
30718898476,1750
22544960744,1751
30351875071,86
30707765331,1753
30722923034,463
30485861167,1755
30737533782,552
989012211,1757
6774802303,261
30259712790,1759
30698062143,1368
76653778,1761
30742124733,1762
18755296648,17
30137480255,1764
4569840189,1765
30642352456,1766
30599143993,1274
30749468580,1768
30708880890,1769
30418122151,1770
2670096001,1771
88327553,1628
12714949940,1773
14883183612,1774
30557454983,1775
22413833848,1776
30635247144,1777
30268661188,110
30745098523,1779
1399292906,1780
30737203002,176
30257048832,211
30571010489,700
30738128598,1784
30347375805,1785
30621251590,1786
30598997637,719
6671606916,558
30137479618,1789
30744090765,48
30275789869,204
30697479685,1792
1262336806,619
823826811,746
22920926346,128
30657567652,378
30137516495,1797
30688818396,262
30739226607,1799
30514115972,1287
30724611487,281
6774827957,1802
30422443815,1803
20281396970,560
30744031296,1805
30697402055,1806
22662863331,1807
30699252756,1614
30494967620,1809
30090321729,349
4749795714,1811
30560890476,312
30670159069,1087
30716346199,1814
30686655750,1544
30424842082,1816
14781986290,1817
30549948758,1818
259393306,524
30590636428,613
19929133544,1821
30268138508,1822
22913045005,1823
4509639548,1824
6852173344,300
18700796423,1826
30700602654,56
30367928401,170
30535334475,320
30137492550,94
30699627695,1831
30662078309,28
30038784093,1833
15525884513,1272
30363412655,1835
10042376524,73
30636218759,1837
22747896299,1838
30695482623,937
30636753674,1840
30088022273,1841
30698904228,1842
30699512267,126
30310722148,795
2407602013,318
30661486066,699
30137476840,11
30598180589,1848
30129295518,1849
3365697142,88
30308236340,1851
6091512873,1067
30282659542,1853
30411963799,1854
30587915795,1002
30305888689,1856
30212260117,570
30727495738,42
94519861,553
17890205038,1785
6720955321,1861
16749435712,1073
30558258256,1599
30667882603,1864
30722957322,104
30721865990,615
30266581049,1867
30137484927,1086
30534617256,1869
30727530003,1870
30282131848,667
30564253149,287
30687839832,150
30466353601,1874
30742359521,1875
30210901744,472
30738005460,89
17004357813,909
30696000331,1879
30365055909,1880
15386250223,1321
30137481202,11
19145849020,1883
30137477795,686
30697329424,620
30134097931,203
6793087050,1887
30178213041,470
30727273039,1889
30740867071,754
275352524,435
22475700155,1880
30692030028,1893
15041448097,1894
30462043006,1895
30137479601,208
11027458707,303
30606543976,178
18699473879,516
30698943291,385
30443632250,1901
22480032383,1902
5484830767,244
30137483089,319
30741298999,1905
21273882548,1906
30669690974,1907
30632416822,997
468970560,397
30747624342,28
11951132699,1911
22620328193,1912
30544956994,349
30249733564,1914
30625457937,1915
30266239834,1916
22589996211,445
30580051369,187
23347917,1919
30344285955,1238
30575422189,1921
30738710926,1922
30733271381,40
30056368851,253
30698911914,1691
